ca_id,codigo_ca,nombre,monto_clp,fecha_publicacion,fecha_cierre,estado_ca_texto,proveedores_cotizando,descripcion,direccion_entrega,productos_solicitados,puntuacion_final,organismo_id,fecha_cierre_segundo_llamado,estado_convocatoria,puntaje_detalle,plazo_entrega
5740,5153-2781-COT25,Compra de Servicio - 20 sesiones cámara hiperbárica,6800000.0,2025-11-10,2025-11-12 20:10:00,Publicada,,,,,0,47,,,[],
5742,1224957-1172-COT25,Compra de insumos para proyecto ecosaludable del PRAPS Cuidados Comunitarios y Promoción de la salud 500120250332,499800.0,2025-11-10,2025-11-12 20:34:00,Publicada,,,,,0,20,,,[],
5743,1079967-816-COT25,PROYECTO DE INVERSIÓN PARA LA ADQUISICIÓN DE ENSERES PARA LA COMISIÓN ADMINISTRATIVA FOMENTO DEL CASINO SS.OO. IQUIQUE….,538840.0,2025-11-10,2025-11-12 20:42:00,Publicada,,,,,0,194,,,[],
5744,800-7613-COT25, 130064 ELECTRODO VAPORIZADOR DE RODILLA RIGIDO 10,6900000.0,2025-11-10,2025-11-12 20:33:00,Publicada,,,,,0,47,,,[],
5745,1000813-475-COT25,"Adq. de recarga de cilindros de gas para la comisión alimentación de la JAL CM ""Austral"".",900000.0,2025-11-10,2025-11-13 15:00:00,Publicada,,,,,0,1040,,,[],
5746,2678-189-COT25,ADQUISICIÓN DE VESTUARIO PARA LICEO ELVIRA SÁNCHEZ Y COLEGIO ANDRÉS BELLO DE LA COMUNA DE MOSTAZAL,1016000.0,2025-11-10,2025-11-12 12:00:00,Publicada,,,,,0,250,,,[],
5563,3636-205-COT25,MANTENCION AUTOCLAVE CESFAM MALLOA,800000.0,2025-11-11,2025-11-14 11:00:00,Publicada,,,,,0,426,,,[],
5747,5742-302-COT25," SE REQUIERE FACILITADOR PARA EL PERIODO COMPLEMENTARIO, RESULTADOS Y REGULARIZACION DEL SISTEMA DE ADMINSION ESCOLAR AÑO 2025 -2026 DESDE EL 12 DE NOVIEMBRE AL 26 DE DICIEMBRE.",1016000.0,2025-11-10,2025-11-12 20:23:00,Publicada,,,,,0,526,,,[],
5748,1063538-2052-COT25,ADQUISICION DETERMINACIONES PH Y GASES SANGUINEOS LABORATORIO HBSJO,6400000.0,2025-11-10,2025-11-12 19:56:00,Publicada,,,,,0,357,,,[],
5749,4159-669-COT25,"ADQUISICIÓN E INSTALACIÓN DE VENTANA, ESPEJO Y MARCO PARA SALA CUNA Y JARDÍN INFANTIL RAYITO DE SOL",150000.0,2025-11-10,2025-11-12 20:18:00,Publicada,,,,,0,349,,,[],
5646,5504-448-COT25,Cartulina Libre de Acido,147959.0,2025-11-11,2025-11-12 15:00:00,Publicada,,,,,0,47,,,[],
229,387-638-COT25,Servicio de arriendo de inmueble para ser utilizado por la oficina local de la niñez durante el mes de noviembre y diciembre de 2025.,870000.0,2025-11-11,2025-11-12 21:00:00,Publicada,,,,,0,111,,,[],
5750,1079639-1172-COT25,"ADQUISICIÓN DE VESTUARIO, ACCESORIOS Y PENDRAS DIVERSAS PARA PERITO MECÁNICO DE CARGO DE LA SIAT OSORNO",240000.0,2025-11-10,2025-11-12 20:19:00,Publicada,,,,,0,914,,,[],
5751,5742-301-COT25,"SE REQUIERE FACILITADOR PARA EL PERIODO COMPLEMENTARIO, RESULTADOS Y REGULARIZACION DEL SISTEMA DE ADMINSION ESCOLAR AÑO 2025 -2026 DESDE EL 12 DE NOVIEMBRE AL 26 DE DICIEMBRE.",1016000.0,2025-11-10,2025-11-12 19:49:00,Publicada,,,,,0,526,,,[],
5752,1058103-373-COT25,Urea / Forma Farmacéutica: Emulsión Tópica / Dosis por Forma Farmacéutica: 10g/100ml. Loción Urea 10% 360ml,120000.0,2025-11-10,2025-11-12 13:00:00,Publicada,,,,,0,302,,,[],
5753,3089-102-COT25,"ASISTENCIA RECREATIVA - PULSERA TYVERK 1 CON IMPRESION EN NEGRO, CAJA DE 3900 UNIDADES. ",340000.0,2025-11-10,2025-11-13 18:00:00,Publicada,,,,,0,1041,,,[],
5755,520149-181-COT25,COTIZACIÓN POR SUSCRIPCIONES AL DIARIO FINANCIERO,400000.0,2025-11-10,2025-11-12 20:23:00,Publicada,,,,,0,934,,,[],
5756,1098710-243-COT25,Servicio de Telefonía Móvil y Banda Ancha Móvil (BAM) por 18 meses,6900000.0,2025-11-10,2025-11-12 20:23:00,Publicada,,,,,0,411,,,[],
5757,2721-600-COT25,"SERVICIO DE DISTRIBUCION ELECTRICA ""FERIA NAVIDEÑA AVENIDA MANUEL RODRIGUEZ (EX-O´HIGGINS)",6900000.0,2025-11-10,2025-11-12 23:24:00,Publicada,,,,,0,896,,,[],
5758,1214069-159-COT25,Adquisición de insumos de literatura del área de Psicología para centros de salud y talleres del Programa “Transformando Barrios” en centros de protección a la niñez de la comuna de Conchalí.,275469.0,2025-11-10,2025-11-12 20:04:00,Publicada,,,,,0,1042,,,[],
5759,2859-1535-COT25,Adquisición servicio de salón de eventos,1500000.0,2025-11-10,2025-11-12 20:25:00,Publicada,,,,,0,4,,,[],
5760,5484-136-COT25,Adquisición de Servicios de Software,300000.0,2025-11-10,2025-11-12 16:40:00,Publicada,,,,,0,96,,,[],
5761,4493-622-COT25, ADQUISICIÓN DE CARTUCHOS TIPO I-SAT CHEM8 PARA SAR PENCO,1500000.0,2025-11-10,2025-11-12 19:56:00,Publicada,,,,,0,830,,,[],
5762,2409-1912-COT25, ADQ DE MATERIALES DE ENSEÑANZA Y LIBRERÍA PARA TALLER EDUCATIVO PROMOCION DE SALUD,880000.0,2025-11-10,2025-11-12 19:46:00,Publicada,,,,,0,196,,,[],
5763,1230626-115-COT25,ADQUISICION DE EQUIPAMIENTO PROGRAMA MUJER EMPRENDE 2025,200000.0,2025-11-10,2025-11-12 21:27:00,Publicada,,,,,0,17,,,[],
5765,2585-1623-COT25,"ADQ DE SERVICIO DE PRODUCCION,DIDECO,OF DE AFRODESCENDIENTES,ORD N°4475,REC,IMA",4200000.0,2025-11-10,2025-11-12 20:27:00,Publicada,,,,,5,179,,,"[""+5: 'dideco' en Título""]",
5766,1233613-693-COT25,Adquirir el servicio de transporte EE,700000.0,2025-11-10,2025-11-12 19:48:00,Publicada,,,,,0,539,,,[],
5767,2790-375-COT25,COFFE BREAK - CUIDADOS COMUNITARIOS ,1000000.0,2025-11-10,2025-11-12 20:28:00,Publicada,,,,,0,61,,,[],
5768,4195-1129-COT25,MOVILIZACION RECEPCION PROYECTO MEJORAMIENTO ARCOS ACCESO Y SEÑALIZACION TURISTICA,350000.0,2025-11-10,2025-11-12 19:59:00,Publicada,,,,,0,358,,,[],
5769,4055-599-COT25,"Kits de Reconocimiento a Usuarias destacadas en cursos y talleres, Oficina de la Mujer",500000.0,2025-11-10,2025-11-12 21:13:00,Publicada,,,,,0,143,,,[],
5770,2098-702-COT25,ADQUISICIÓN DE SERVICIO Muestreo y ensayos en agua; DIALISIS,4773207.0,2025-11-10,2025-11-12 19:31:00,Publicada,,,,,0,142,,,[],
27,2013-2175-COT25,"cóctel para 40 personas, para el día 20 de noviembre de 2025",400000.0,2025-11-11,2025-11-15 15:02:00,Publicada,,,,,0,12,,,[],
5771,4236-892-COT25,3.VESTURARIOS PARA LA GALA DE BALLET FOLCÓRICO MUNICIPAL ,500000.0,2025-11-10,2025-11-12 20:32:00,Publicada,,,,,0,544,,,[],
5772,5484-135-COT25,Adquisición de Servicios de Software,1500000.0,2025-11-10,2025-11-12 18:00:00,Publicada,,,,,0,96,,,[],
5773,2133-350-COT25,COMPRA ÁGIL TD N°3526-25  DENOMINADO COMPRA TEST INVITAE SYNDROME MARFAN,370000.0,2025-11-10,2025-11-12 19:00:00,Publicada,,,,,0,487,,,[],
5774,2495-616-COT25,TRASLADO PROFESIONALES CENTRO DE LAS MUJERES,225000.0,2025-11-10,2025-11-13 12:00:00,Publicada,,,,,5,213,,,['+5: Organismo Prioritario'],
5775,1070620-4454-COT25,RVC ADQ. UPCP - MEMO N°249/2025,750000.0,2025-11-10,2025-11-12 19:47:00,Publicada,,,,,0,344,,,[],
5778,2776-1191-COT25," S.P. N°166496, ASESORIA JURIDICA. CURSO DE CAPACITACION PARA FUNCIONARIOS DE LA ILUSTRE MUNICIPALIDAD DE RENGO, SEGÚN LO ESTABLECIDO EN LOS TERMINOS DE REQUERIMIENTO ADJUNTOS",1800000.0,2025-11-10,2025-11-12 20:30:00,Publicada,,,,,0,1,,,[],
5779,5139-54-COT25,MATERIALES PARA ARREGLO DE PISO Y TABIQUERÍA ,1100000.0,2025-11-10,2025-11-12 19:22:00,Publicada,,,,,0,754,,,[],
5780,557639-2818-COT25,INSUMOS PARA LABORATORIO ,1400000.0,2025-11-10,2025-11-12 19:42:00,Publicada,,,,,0,206,,,[],
5781,3593-479-COT25,SERVICIO DE TOMA DE MUESTRA  EN FOSA SEPTICA LOCALIDAD DE LA CANTERA,765326.0,2025-11-10,2025-11-12 19:42:00,Publicada,,,,,0,242,,,[],
5782,886182-215-COT25,Adquisición de Medalla rectoral,570000.0,2025-11-10,2025-11-12 20:43:00,Publicada,,,,,0,74,,,[],
5783,1223542-414-COT25,Cubrejuntas Piso,150000.0,2025-11-10,2025-11-12 19:43:00,Publicada,,,,,0,307,,,[],
5784,4236-891-COT25,"3.SERVICIO DE PRODUCCIÓN DE EVENTOS , PRESENTACIÓN CORO GOSPEL EN CONCIERTO DE NAVIDAD",1400000.0,2025-11-10,2025-11-12 20:44:00,Publicada,,,,,0,544,,,[],
5785,1057532-852-COT25,F1-447-NAM / INSUMOS DE CAFETERIA PARA NAVIDAD,168000.0,2025-11-10,2025-11-12 19:46:00,Publicada,,,,,0,558,,,[],
5786,617807-3275-COT25, CARGA ENDOGUIA TRI-STAPLE DE 60 MM BEIGE 3002527,600000.0,2025-11-10,2025-11-12 19:29:00,Publicada,,,,,0,853,,,[],
5787,2380-2807-COT25,"OS N°145073 - ADQUISICIÓN DE INSUMOS PARA ACCIONES FORMATIVAS CON PARTICIPANTES DEL PROGRAMA PVG 2025, OFICINA MUNICIPAL DE LA MUJER - DIDECO (CTO)",86500.0,2025-11-10,2025-11-12 19:17:00,Publicada,,,,,5,187,,,"[""+5: 'dideco' en Título""]",
5788,3341-352-COT25,ADQ. DE INSUMOS TALLER TP LICEO DE OLMUE,1650000.0,2025-11-10,2025-11-12 19:48:00,Publicada,,,,,0,727,,,[],
5789,1298355-1078-COT25,ADQUISICIÓN DE ESPEJOS- CENTRO ANIDES,360000.0,2025-11-10,2025-11-12 19:50:00,Publicada,,,,,0,446,,,[],
5790,5627-413-COT25,COMPRA DE SERVICIO 113592,450000.0,2025-11-10,2025-11-12 20:50:00,Publicada,,,,,0,47,,,[],
5791,4085-402-COT25,CONTRATACIÓN SERVICIO DE CAMION FOSAS 8 MTS. ,6800000.0,2025-11-10,2025-11-12 20:50:00,Publicada,,,,,0,481,,,[],
5792,4159-666-COT25,INSUMOS PARA RED DE INFORMATICA DE LA ESCUELA JOSÉ MATTA CALLEJÓN,200000.0,2025-11-10,2025-11-12 19:31:00,Publicada,,,,,0,349,,,[],
5793,2332-1095-COT25,INSUMOS PARA TALLERES DEL PROYECTO “ME CUIDO Y CONOZCO A MI VECINO” DE CECOSF LAWEN,130000.0,2025-11-10,2025-11-12 19:01:00,Publicada,,,,,5,517,,,['+5: Organismo Prioritario'],
5794,1057299-1042-COT25,ACCESORIOS KIT VARILLAS - ESC. LOS CRISTALES  ,200000.0,2025-11-10,2025-11-12 19:02:00,Publicada,,,,,0,163,,,[],
231,1020285-42-COT25,REPARACION Y/O MANTENCIÓN DE EQUIPOS DE AIRE ACONDICIONADO,500000.0,2025-11-11,2025-11-21 12:00:00,Publicada,,,,,0,123,,,[],
5795,2436-1463-COT25,SERVICIO DE CATERING COFFEE BREAK NECESARIO PARA PROGRAMA DE PREVENCIÓN DE LAS VIOLENCIAS DE GÉNERO,450000.0,2025-11-10,2025-11-12 19:02:00,Publicada,,,,,0,409,,,[],
5796,5067-3125-COT25,Servicio de mantención y mejora del sistema de aire comprimido - Centro de Simulación y Procedimientos Clínicos de la Universidad de Santiago de Chile (USACH).,3000000.0,2025-11-10,2025-11-12 14:30:00,Publicada,,,,,0,27,,,[],
5797,1469-3916-COT25,20-38901 SERVICIO DE COLACIONES PARA 23 PERSONAS - LINARES,60000.0,2025-11-10,2025-11-12 19:13:00,Publicada,,,,,0,6,,,[],
5686,1305543-148-COT25,ADQ. DE MICRONDAS Y HORNOS ELÉCTRICOS. ,800000.0,2025-11-10,2025-11-12 20:00:00,Publicada,,,,,0,607,,,[],
5800,1298355-1076-COT25,ADQUISICIÓN DE MATERIAL DIDÁCTICO- POSTA BOLLENAR,151477.0,2025-11-10,2025-11-12 19:32:00,Publicada,,,,,0,446,,,[],
5802,5251-2454-COT25,KIT DE INGENIERÍA Y CELDA COMBUSTIBLE,2535000.0,2025-11-10,2025-11-12 19:39:00,Publicada,,,,,0,243,,,[],
5803,545598-999-COT25, DIAGNOSTICO Y REPARACION AIRE COMPRIMIDO CESFAM QUILLAHUE,350000.0,2025-11-10,2025-11-12 19:12:00,Publicada,,,,,0,596,,,[],
5804,1057417-4151-COT25,MCM 303-3772	KIT INSUMOS PARA INDUCTOR DE SUDOR (MOCRODUCT ADVANCE) [UD],2800000.0,2025-11-10,2025-11-12 19:12:00,Publicada,,,,,0,9,,,[],
5805,1750-104-COT25,Jornadas con EC/Representantes,560000.0,2025-11-10,2025-11-12 16:00:00,Publicada,,,,,0,1043,,,[],
5806,3245-262-COT25,PRAPS ODONTOLOGICOS COMPUTACIONALES,1100000.0,2025-11-10,2025-11-12 20:15:00,Publicada,,,,,0,158,,,[],
5807,3320-387-COT25,007_040/2025_SERVICIO ARRIENDO VEHICULO SUV MEDIANO ,1600000.0,2025-11-10,2025-11-12 19:29:00,Publicada,,,,,0,1044,,,[],
5808,1058043-2313-COT25, METOTREXATO JERINGA 15 MG,6954200.0,2025-11-10,2025-11-12 19:10:00,Publicada,,,,,0,318,,,[],
5809,5212-81-COT25,Póliza de garantía para garantizar el riesgo de Deserción Académica CAE 2025,1800000.0,2025-11-10,2025-11-12 19:31:00,Publicada,,,,,0,258,,,[],
5810,1058043-2312-COT25, METOTREXATO JERINGA 25 MG,6954200.0,2025-11-10,2025-11-12 19:13:00,Publicada,,,,,0,318,,,[],
5811,387-626-COT25,Adquisición de materiales de oficina para el Programa Familia SSYO.,300000.0,2025-11-10,2025-11-12 21:18:00,Publicada,,,,,0,111,,,[],
5812,2380-2804-COT25, OS N°143.236 Adquisición de insumos de alimentación para programa Mujeres D.S.R (fvv),407000.0,2025-11-10,2025-11-12 18:50:00,Publicada,,,,,0,187,,,[],
5813,2424-3429-COT25,ADQUISICION DE DEFENSA CAMINERA P/144/6048/CRV,6751800.0,2025-11-10,2025-11-12 18:52:00,Publicada,,,,,0,370,,,[],
5814,5209-3238-COT25,GOLIMUMAB 50 MG / 4 ML,6954000.0,2025-11-10,2025-11-12 19:32:00,Publicada,,,,,0,47,,,[],
5815,5209-3237-COT25, GOLIMUMAB 50 MG / 4 ML,6954000.0,2025-11-10,2025-11-12 19:03:00,Publicada,,,,,0,47,,,[],
5816,1058043-2311-COT25, HIALURONATO SODICO SOL. INY. 25 MG /2.5 ML JERINGA PRELLENADA,6954200.0,2025-11-10,2025-11-12 19:11:00,Publicada,,,,,0,318,,,[],
5817,3904-872-COT25,OP25-1785 Se solicita la adquisición de los implementos esenciales para asegurar el óptimo y eficiente proceso de traslado de la oficina de organizaciones comunitarias.,600000.0,2025-11-10,2025-11-12 19:24:00,Publicada,,,,,0,375,,,[],
6520,1430709-306-COT25,EXAMEN CAPSULA ENDOSCOPICA,1500000.0,2025-11-07,2025-11-12 14:00:00,Publicada,,,,,0,322,,,[],
5818,5586-2699-COT25,P/A Publicación Diario Inserto de oferta Pregrado Facultad de Ingeniería y Ciencias,1775000.0,2025-11-10,2025-11-12 18:54:00,Publicada,,,,,0,450,,,[],
5819,5209-3236-COT25,GOLIMUMAB 50 MG / 4 ML,6954000.0,2025-11-10,2025-11-12 19:36:00,Publicada,,,,,0,47,,,[],
5820,1057417-4148-COT25,MCM CUTIMED SILTEC Y CUTIMED SORBACT,830000.0,2025-11-10,2025-11-12 20:03:00,Publicada,,,,,0,9,,,[],
5821,2256-134-COT25,Implementos Jornada centro de estudiantes,260000.0,2025-11-10,2025-11-12 18:35:00,Publicada,,,,,0,36,,,[],
5823,1306643-427-COT25,Sistema de Gestión de Firmas Electrónicas Online,4000000.0,2025-11-10,2025-11-12 19:44:00,Publicada,,,,,0,687,,,[],
5825,3986-340-COT25,ADQUISICIÓN DE SERVICIO DE TRASLADO EN BUS PARA SEMINARIO TURISMO RURAL PRODESAL CORRAL,360000.0,2025-11-10,2025-11-12 20:23:00,Publicada,,,,,0,621,,,[],
5826,3000-1889-COT25,Animacion Musical - Unidad de Cultural ,130000.0,2025-11-10,2025-11-12 19:27:00,Publicada,,,,,0,419,,,[],
5827,1432083-1693-COT25," NM, PG02, SUB GRAL, SC. 3743, LICEO TECNICO DE VALDIVIA, ADQ. INSUMOS BEBESTIBLES, ESPECIALIDAD ATENCIÓN HOTELERA.",302383.0,2025-11-10,2025-11-12 20:02:00,Publicada,,,,,0,336,,,[],
5828,3485-679-COT25, DARDOS SEDANTES,320000.0,2025-11-10,2025-11-12 19:29:00,Publicada,,,,,0,255,,,[],
5830,1057533-325-COT25,FSC-259-DRO| CARNES Y CONGELADOS ,1540000.0,2025-11-10,2025-11-12 18:55:00,Publicada,,,,,0,348,,,[],
5831,2705-1798-COT25,SERVICIO DE ARRIENDO DE SALÓN DE EVENTOS CON SERVICIO DE ALIMENTACIÓN SC 5360,3900000.0,2025-11-10,2025-11-12 20:32:00,Publicada,,,,,0,108,,,[],
5832,1057532-851-COT25, F1-447-NAM / MATERIALES DE LIBRERIA PARA NAVIDAD,51000.0,2025-11-10,2025-11-12 19:33:00,Publicada,,,,,0,558,,,[],
5833,1057417-4078-COT25,gvsm 7K65-34 ARC T4 FREE ASSAY (KIT X 2000),6300000.0,2025-11-10,2025-11-12 18:34:00,Publicada,,,,,0,9,,,[],
5834,2483-633-COT25,MATERIALES DE OFICINA CVT BEATO PADRE HURTADO.,100000.0,2025-11-10,2025-11-13 12:00:00,Publicada,,,,,0,257,,,[],
5835,1003473-5521-COT25, PROG PAB 11-2025 CLIP COSTAL 6 SEGMENTOS STRACOS,6000000.0,2025-11-10,2025-11-12 13:00:00,Publicada,,,,,0,337,,,[],
5836,3153-178-COT25,PRODUCTOS DE LIMPIEZA PARA VEHICULOS,82000.0,2025-11-10,2025-11-12 19:49:00,Publicada,,,,,0,296,,,[],
5837,1057548-658-COT25,Mochila de primera respuesta,200000.0,2025-11-10,2025-11-13 15:30:00,Publicada,,,,,0,643,,,[],
5838,1075337-2233-COT25,rvv Compra Examen PANEL ATAXIA CEREBELOSA (J.G.G),1000000.0,2025-11-10,2025-11-12 18:28:00,Publicada,,,,,0,527,,,[],
5839,1350296-592-COT25,ADQ/” ADQUISICION DE PAÑALES TALLA ADULTO POR 2 MESES PARA LA UNIDAD DE BODEGA MEDICAMENTOS PARA HOSPITAL DE ALTO HOSPICIO FR 2025-1375”,4998000.0,2025-11-10,2025-11-12 19:00:00,Publicada,,,,,0,1012,,,[],
5840,1058043-2310-COT25,VASOPRESINA AM 20 UI/ML,6954200.0,2025-11-10,2025-11-12 18:39:00,Publicada,,,,,0,318,,,[],
5657,5684-466-COT25,Servicio de cóctel ,6500000.0,2025-11-11,2025-11-12 12:00:00,Publicada,,,,,0,47,,,[],
5841,1058024-1785-COT25,ADQUISICION DE  SALAZOSULFAPIRIDINA 500 MG RECUBRIMIENTO ENTERICO ,6500000.0,2025-11-10,2025-11-12 20:32:00,Publicada,,,,,0,9,,,[],
5842,1075337-2232-COT25,rvv Compra Examen PANEL ATAXIA CEREBELOSA (J.R.R),1000000.0,2025-11-10,2025-11-12 18:29:00,Publicada,,,,,0,527,,,[],
5843,2436-1459-COT25,"Adquisición de litros de bencina, necesario para maquinarias jardineria ",1290000.0,2025-11-10,2025-11-12 18:40:00,Publicada,,,,,5,409,,,"[""+5: 'jardineria' en Título""]",
5844,2833-1445-COT25," Entradas para actividad Pedagógica, 5°basico B, Colegio Bicentenario Arauco.",100000.0,2025-11-10,2025-11-12 20:31:00,Publicada,,,,,0,233,,,[],
5845,3945-67-COT25,SEMILLAS DE POROTOS,680000.0,2025-11-10,2025-11-12 20:09:00,Publicada,,,,,0,530,,,[],
5847,4036-418-COT25,Capacitacion de usuarios en uso y aplicacion de productos fitosanitarios agroecologicos a  productores de los programas PADIS y PRODESAL de la comuna de Andacollo,1218980.0,2025-11-10,2025-11-12 18:42:00,Publicada,,,,,0,1045,,,[],
5848,557639-2812-COT25,ART. LABORATORIO ROBOTICA - LIC JORGE ALESSANDR ,4997000.0,2025-11-10,2025-11-12 18:42:00,Publicada,,,,,0,206,,,[],
5849,1058024-1784-COT25,ADQUISICION DE  ERITROPOYETINA 2000 UI/ML SOLUCION INYECTABLE,2700000.0,2025-11-10,2025-11-12 18:45:00,Publicada,,,,,0,9,,,[],
5850,4521-137-COT25,"VIAJE A LA CIUDAD DE CONCEPCION, ALUMNOS DEL LICEO BICENTENARIO TREHUACO",400000.0,2025-11-10,2025-11-12 18:45:00,Publicada,,,,,0,1046,,,[],
5851,4367-544-COT25,Adquisición Sensor FreeStyle Libre 2 Plus9 y equipos lectores a COMODATO,1035500.0,2025-11-10,2025-11-12 19:47:00,Publicada,,,,,0,1047,,,[],
5852,4377-481-COT25,ADQUISICIÓN DE MATERIALES DE OFICINA PARA PROGRAMA VINCULOS.-,90000.0,2025-11-10,2025-11-12 18:48:00,Publicada,,,,,0,225,,,[],
5853,1623-344-COT25,ATENCIONES DE EDUCADORA DE PARVULOS,1137342.0,2025-11-10,2025-11-12 20:06:00,Publicada,,,,,0,866,,,[],
5854,1057548-656-COT25,Tijeras de traumas y Linternas de reflejo,135600.0,2025-11-10,2025-11-13 18:00:00,Publicada,,,,,0,643,,,[],
5856,3479-1645-COT25,Presentacion Musical,200000.0,2025-11-10,2025-11-12 19:03:00,Publicada,,,,,0,1014,,,[],
5857,3000-1886-COT25,Animacion Musical -Programa Pequeñas Localidades,178500.0,2025-11-10,2025-11-12 18:44:00,Publicada,,,,,0,419,,,[],
5858,1298355-1075-COT25, ADQUISICIÓN MATERIALES DE PINTURA- REHABILITACIÓN INTEGRAL,107550.0,2025-11-10,2025-11-12 18:44:00,Publicada,,,,,0,446,,,[],
5859,1555-1928-COT25,Anclas para discopexia Micro QA,4000000.0,2025-11-10,2025-11-13 18:00:00,Publicada,,,,,0,631,,,[],
5860,557639-2809-COT25,COPAS DIF. TAMAÑOS PARA TORNEO - COL ESPAÑA ,89000.0,2025-11-10,2025-11-12 19:05:00,Publicada,,,,,0,206,,,[],
5861,1469-3908-COT25,20-37996 SERVICIO DE ANALISIS DE PÉPTIDOS,1300000.0,2025-11-10,2025-11-12 18:07:00,Publicada,,,,,0,6,,,[],
5862,3073-325-COT25,Transporte marítimo Quellón - Pto. Chacabuco - Quellón de 1 camioneta y 1 carro de arrastre con embarcación.,1100000.0,2025-11-10,2025-11-12 19:02:00,Publicada,,,,,0,711,,,[],
5863,4521-136-COT25,"SERVICIO DE TRASLADO PARVULOS Y FAMILIA, SALA CUNA ARCO IRIS",400000.0,2025-11-10,2025-11-12 18:08:00,Publicada,,,,,0,1046,,,[],
5864,1057547-2839-COT25,DET.MULT.PCR T_REAL PATOG RES // 2459199,2000000.0,2025-11-10,2025-11-12 18:08:00,Publicada,,,,,0,462,,,[],
5865,1058128-2418-COT25,"1170013	MITOMICINA 0,02% MAS SOLVENTE 1ML PARA RECONSTITUIR",2000000.0,2025-11-10,2025-11-12 18:10:00,Publicada,,,,,0,440,,,[],
5866,898-1472-COT25,MANTENIMIENTO  CORRECTIVO PARA EQUIPO  VIDEO BRONCOSCOPIO HCV ,510000.0,2025-11-10,2025-11-12 20:36:00,Publicada,,,,,0,55,,,[],
5868,1058043-2306-COT25,HEPARINA FA 25.000 UI/5 ML,6954200.0,2025-11-10,2025-11-12 19:33:00,Publicada,,,,,0,318,,,[],
5869,1058043-2307-COT25,HEPARINA FA 25.000 UI/5 ML,6954200.0,2025-11-10,2025-11-12 19:35:00,Publicada,,,,,0,318,,,[],
5870,3335-1524-COT25,ALMUERZO EN LA CIUDAD DE PUERTO MONTT PARA ESCUELA RURAL MASHUE ORD. N°110 LEY S.E.P.,180000.0,2025-11-10,2025-11-12 21:12:00,Publicada,,,,,0,102,,,[],
5872,4307-243-COT25,"ADQUISICIÓN DE MATERIALES PARA ALUMNOS DEL LICEO C-44 ALONSO DE ERCILLA Y ZÚÑIGA, COMUNA DE ERCILLA, FONDOS SEP.",830000.0,2025-11-10,2025-11-12 18:16:00,Publicada,,,,,0,354,,,[],
5873,3807-383-COT25,GRUPO RANCHERO + DOS SOLISTAS,500000.0,2025-11-10,2025-11-12 18:16:00,Publicada,,,,,0,851,,,[],
5874,4291-2083-COT25,SERVICIO MANTENIMIENTO EQUIPO Landwind C100 Plus (TECNOLOGIA MEDICA),1100000.0,2025-11-10,2025-11-12 19:17:00,Publicada,,,,,0,331,,,[],
5876,898-1471-COT25, SISTEMA PINZA RODILLA,600000.0,2025-11-10,2025-11-12 19:49:00,Publicada,,,,,0,55,,,[],
5877,1555-1927-COT25,Anclas para discopexia Mini QA,4000000.0,2025-11-10,2025-11-13 18:00:00,Publicada,,,,,0,631,,,[],
5878,1057417-4141-COT25,"MCM JERINGA, PRESERVATIVO, SONDA FOLEY, CAMPO CLINICO",2000000.0,2025-11-10,2025-11-12 19:59:00,Publicada,,,,,0,9,,,[],
5879,1058043-2305-COT25, DASATINIB CM 100 MG (caja 30),6954200.0,2025-11-10,2025-11-12 19:49:00,Publicada,,,,,0,318,,,[],
5880,1552-316-COT25," SERVICIO DE RETIRO Y DISPOSICIÓN DE REAS PARA RED DE ESTABLECIMIENTOS DE ATENCIÓN DE SALUD, REGIÓN DE ATACAMA",6800000.0,2025-11-10,2025-11-12 19:29:00,Publicada,,,,,0,1048,,,[],
5881,1058085-174-COT25,FORMULA ENTERAL POLIMERICO HIPERCALÓRICA 2CAL/ML PRESENTACIÓN LÍQUIDA 500 ML.,6800000.0,2025-11-10,2025-11-12 19:14:00,Publicada,,,,,0,770,,,[],
5882,1641-6222-COT25,03-002-225-0372 MEDIA ELASTICA ANTITROMBOSIS TALLA M 03-002-225-0374 MEDIA ELASTICA ANTITROMBOSIS TALLA XL 03-002-224-076 CATGUT SIMPLE N 0 LARGO 1.50 MT 03-002-224-082 CATGUT SIMPLE N 2/0 LARGO 1.50 ,5000000.0,2025-11-10,2025-11-12 18:36:00,Publicada,,,,,0,572,,,[],
5883,3285-257-COT25,MATERIALES CENTRO DE CUIDADOS DE PALQUI II,235000.0,2025-11-10,2025-11-12 17:36:00,Publicada,,,,,0,637,,,[],
5884,1058085-173-COT25,NUTRICIÓN PARENTERAL 3 EN 1 USO CENTRAL APORTE CALORICO 1000CAL 986 ML EMULSIÓN PARA PERFUSIÓN CENTRAL,6900000.0,2025-11-10,2025-11-12 19:21:00,Publicada,,,,,0,770,,,[],
5885,1058103-371-COT25, Tresiba ultra lenta Insulina Degludec 100 UI/ml Lapicera Prellenada 3 mL,3000000.0,2025-11-10,2025-11-12 18:07:00,Publicada,,,,,0,302,,,[],
5886,2704-2145-COT25,SC 7427 SERVICIO ALMUERZOS 17 AL 21 NOV. 2025,262500.0,2025-11-10,2025-11-12 17:30:00,Publicada,,,,,0,108,,,[],
5887,1469-3905-COT25,2-38631 REPARACIÓN EQUIPO MS THERMO SCIENTIFIC,6600000.0,2025-11-10,2025-11-12 17:11:00,Publicada,,,,,0,6,,,[],
